4,9,1763710669675053066,1763710669675368938,1763710669675386465,17527,17.527,315872,315.872
4,10,1763710669775065942,1763710669775488881,1763710669775506178,17297,17.297,422939,422.939
4,11,1763710669875138660,1763710669876371799,1763710669876399188,27389,27.389,1233139,1233.14
4,12,1763710669975090798,1763710669975506945,1763710669975530327,23382,23.382,416147,416.147
4,13,1763710670075068623,1763710670075407446,1763710670075425830,18384,18.384,338823,338.823
4,14,1763710670175073433,1763710670175510178,1763710670175532433,22255,22.255,436745,436.745
4,15,1763710670275063563,1763710670275386496,1763710670275403445,16949,16.949,322933,322.933
4,16,1763710670375061716,1763710670375457790,1763710670375481794,24004,24.004,396074,396.074
4,17,1763710670475060299,1763710670475394874,1763710670475411272,16398,16.398,334575,334.575
4,18,1763710670575095502,1763710670575414062,1763710670575432219,18157,18.157,318560,318.56
4,19,1763710670675086624,1763710670675528118,1763710670675547452,19334,19.334,441494,441.494
4,20,1763710670775091933,1763710670775487634,1763710670775506263,18629,18.629,395701,395.701
4,21,1763710670875131383,1763710670876209785,1763710670876240326,30541,30.541,1078402,1078.4
4,22,1763710670975071150,1763710670975545482,1763710670975569181,23699,23.699,474332,474.332
4,23,1763710671075083653,1763710671075433221,1763710671075452220,18999,18.999,349568,349.568
4,24,1763710671175064954,1763710671175444431,1763710671175461641,17210,17.21,379477,379.477
4,25,1763710671275057733,1763710671275447586,1763710671275467066,19480,19.48,389853,389.853
4,26,1763710671375116295,1763710671375588349,1763710671375612775,24426,24.426,472054,472.054
4,27,1763710671475068504,1763710671475405862,1763710671475425576,19714,19.714,337358,337.358
4,28,1763710671575073806,1763710671575409769,1763710671575428580,18811,18.811,335963,335.963
4,29,1763710671675064582,1763710671675367850,1763710671675386174,18324,18.324,303268,303.268
4,30,1763710671775057697,1763710671775352210,1763710671775369143,16933,16.933,294513,294.513
4,31,1763710671875060139,1763710671875359821,1763710671875378209,18388,18.388,299682,299.682
4,32,1763710671975064171,1763710671975409084,1763710671975428703,19619,19.619,344913,344.913
4,33,1763710672075062702,1763710672075378249,1763710672075395286,17037,17.037,315547,315.547
4,34,1763710672175059814,1763710672175393515,1763710672175409284,15769,15.769,333701,333.701
4,35,1763710672275069045,1763710672275394099,1763710672275409043,14944,14.944,325054,325.054
4,36,1763710672375063731,1763710672375390337,1763710672375404749,14412,14.412,326606,326.606
4,37,1763710672475095661,1763710672475489894,1763710672475504552,14658,14.658,394233,394.233
4,38,1763710672575058270,1763710672575377637,1763710672575393420,15783,15.783,319367,319.367
4,39,1763710672675060679,1763710672675364025,1763710672675383961,19936,19.936,303346,303.346
4,40,1763710672775059397,1763710672775370536,1763710672775389706,19170,19.17,311139,311.139
4,41,1763710672875057405,1763710672875347915,1763710672875362551,14636,14.636,290510,290.51
4,42,1763710672975061490,1763710672975353830,1763710672975369840,16010,16.01,292340,292.34
4,43,1763710673075067555,1763710673075365302,1763710673075384441,19139,19.139,297747,297.747
4,44,1763710673175057812,1763710673175370529,1763710673175386830,16301,16.301,312717,312.717
4,45,1763710673275061667,1763710673275368092,1763710673275385759,17667,17.667,306425,306.425
4,46,1763710673375068013,1763710673375367873,1763710673375383186,15313,15.313,299860,299.86
4,47,1763710673475074764,1763710673475421101,1763710673475438003,16902,16.902,346337,346.337
4,48,1763710673575088778,1763710673575737413,1763710673575751966,14553,14.553,648635,648.635
4,49,1763710673675098232,1763710673675868494,1763710673675885439,16945,16.945,770262,770.262
4,50,1763710673775056010,1763710673775413957,1763710673775430426,16469,16.469,357947,357.947
4,51,1763710673875068449,1763710673875477266,1763710673875495905,18639,18.639,408817,408.817
4,52,1763710673975068004,1763710673975398220,1763710673975417775,19555,19.555,330216,330.216
4,53,1763710674075088827,1763710674075440333,1763710674075458754,18421,18.421,351506,351.506
4,54,1763710674175098236,1763710674175425157,1763710674175443411,18254,18.254,326921,326.921
4,55,1763710674275062860,1763710674275377454,1763710674275395610,18156,18.156,314594,314.594
4,56,1763710674375077091,1763710674375488160,1763710674375506327,18167,18.167,411069,411.069
4,57,1763710674475126069,1763710674475486742,1763710674475505810,19068,19.068,360673,360.673
4,58,1763710674575055472,1763710674575359260,1763710674575377317,18057,18.057,303788,303.788
4,59,1763710674675083187,1763710674675378885,1763710674675395617,16732,16.732,295698,295.698
4,60,1763710674775062663,1763710674775357546,1763710674775372795,15249,15.249,294883,294.883
4,61,1763710674875063997,1763710674875377836,1763710674875393179,15343,15.343,313839,313.839
4,62,1763710674975118850,1763710674975592751,1763710674975608490,15739,15.739,473901,473.901
4,63,1763710675075059655,1763710675075370417,1763710675075387046,16629,16.629,310762,310.762
4,64,1763710675175059212,1763710675175360735,1763710675175379135,18400,18.4,301523,301.523
4,65,1763710675275060341,1763710675275357939,1763710675275374484,16545,16.545,297598,297.598
4,66,1763710675375119341,1763710675375467372,1763710675375485966,18594,18.594,348031,348.031
4,67,1763710675475059006,1763710675475367576,1763710675475384322,16746,16.746,308570,308.57
4,68,1763710675575054555,1763710675575452452,1763710675575466985,14533,14.533,397897,397.897
4,69,1763710675675054646,1763710675675368553,1763710675675385542,16989,16.989,313907,313.907
4,70,1763710675775057680,1763710675775388658,1763710675775406029,17371,17.371,330978,330.978
4,71,1763710675875071564,1763710675875432351,1763710675875449613,17262,17.262,360787,360.787
4,72,1763710675975110761,1763710675975444265,1763710675975460129,15864,15.864,333504,333.504
4,73,1763710676075083841,1763710676075397590,1763710676075413443,15853,15.853,313749,313.749
4,74,1763710676175058585,1763710676175372029,1763710676175399448,27419,27.419,313444,313.444
4,75,1763710676275056305,1763710676275360451,1763710676275381647,21196,21.196,304146,304.146
4,76,1763710676375064770,1763710676375369367,1763710676375388686,19319,19.319,304597,304.597
4,77,1763710676475064014,1763710676475392509,1763710676475411867,19358,19.358,328495,328.495
4,78,1763710676575057929,1763710676575364186,1763710676575381554,17368,17.368,306257,306.257
4,79,1763710676675055736,1763710676675377986,1763710676675393980,15994,15.994,322250,322.25
4,80,1763710676775066735,1763710676775381881,1763710676775399259,17378,17.378,315146,315.146
4,81,1763710676875058463,1763710676875374904,1763710676875393389,18485,18.485,316441,316.441
4,82,1763710676975058299,1763710676975367491,1763710676975385650,18159,18.159,309192,309.192
4,83,1763710677075058241,1763710677075392742,1763710677075412131,19389,19.389,334501,334.501
4,84,1763710677175073924,1763710677175394037,1763710677175412017,17980,17.98,320113,320.113
4,85,1763710677275073215,1763710677275679889,1763710677275714299,34410,34.41,606674,606.674
4,86,1763710677375062117,1763710677375391164,1763710677375409928,18764,18.764,329047,329.047
4,87,1763710677475021598,1763710677475325310,1763710677475343341,18031,18.031,303712,303.712
4,88,1763710677575056779,1763710677575365938,1763710677575384158,18220,18.22,309159,309.159
4,89,1763710677675055368,1763710677675365561,1763710677675384749,19188,19.188,310193,310.193
4,90,1763710677775056582,1763710677775358186,1763710677775378511,20325,20.325,301604,301.604
4,91,1763710677875063910,1763710677875422290,1763710677875442144,19854,19.854,358380,358.38
4,92,1763710677975055329,1763710677975439446,1763710677975456433,16987,16.987,384117,384.117
4,93,1763710678075062558,1763710678075393672,1763710678075412162,18490,18.49,331114,331.114
4,94,1763710678175095786,1763710678175444610,1763710678175462182,17572,17.572,348824,348.824
4,95,1763710678275114200,1763710678275436808,1763710678275454531,17723,17.723,322608,322.608
4,96,1763710678375078902,1763710678375439252,1763710678375457155,17903,17.903,360350,360.35
4,97,1763710678475057087,1763710678475364723,1763710678475387994,23271,23.271,307636,307.636
4,98,1763710678575057534,1763710678575364778,1763710678575385055,20277,20.277,307244,307.244
4,99,1763710678675060153,1763710678675372927,1763710678675395245,22318,22.318,312774,312.774
4,100,1763710678775057693,1763710678775399768,1763710678775422197,22429,22.429,342075,342.075
4,101,1763710678875059875,1763710678875389739,1763710678875411988,22249,22.249,329864,329.864
4,102,1763710678975056614,1763710678975360314,1763710678975381925,21611,21.611,303700,303.7
4,103,1763710679075071678,1763710679075391889,1763710679075416565,24676,24.676,320211,320.211
4,104,1763710679175060508,1763710679175403619,1763710679175424020,20401,20.401,343111,343.111
4,105,1763710679275059270,1763710679275389343,1763710679275408993,19650,19.65,330073,330.073
4,106,1763710679375066528,1763710679375402335,1763710679375424307,21972,21.972,335807,335.807
4,107,1763710679475067682,1763710679475487485,1763710679475507264,19779,19.779,419803,419.803
4,108,1763710679575061855,1763710679575375559,1763710679575396824,21265,21.265,313704,313.704
4,109,1763710679675061439,1763710679675398480,1763710679675415573,17093,17.093,337041,337.041
4,110,1763710679775057449,1763710679775386719,1763710679775404099,17380,17.38,329270,329.27
4,111,1763710679875088579,1763710679875470503,1763710679875487805,17302,17.302,381924,381.924
4,112,1763710679975088106,1763710679975437906,1763710679975457058,19152,19.152,349800,349.8
4,113,1763710680075055276,1763710680075357983,1763710680075381425,23442,23.442,302707,302.707
4,114,1763710680175134507,1763710680175486369,1763710680175503992,17623,17.623,351862,351.862
4,115,1763710680275056459,1763710680275349375,1763710680275364724,15349,15.349,292916,292.916
4,116,1763710680375058167,1763710680375356674,1763710680375372153,15479,15.479,298507,298.507
4,117,1763710680475054874,1763710680475381480,1763710680475399053,17573,17.573,326606,326.606
4,118,1763710680575082774,1763710680575377002,1763710680575393593,16591,16.591,294228,294.228
4,119,1763710680675057859,1763710680675434030,1763710680675451527,17497,17.497,376171,376.171
4,120,1763710680775093201,1763710680775624500,1763710680775641051,16551,16.551,531299,531.299
4,121,1763710680875086766,1763710680875565779,1763710680875584003,18224,18.224,479013,479.013
4,122,1763710680975057924,1763710680975369248,1763710680975386021,16773,16.773,311324,311.324
4,123,1763710681075057009,1763710681075367969,1763710681075384947,16978,16.978,310960,310.96
4,124,1763710681175056632,1763710681175360840,1763710681175376546,15706,15.706,304208,304.208
4,125,1763710681275055794,1763710681275368789,1763710681275385220,16431,16.431,312995,312.995
4,126,1763710681375056877,1763710681375414617,1763710681375438410,23793,23.793,357740,357.74
4,127,1763710681475054135,1763710681475369502,1763710681475385059,15557,15.557,315367,315.367
4,128,1763710681575056675,1763710681575396543,1763710681575415162,18619,18.619,339868,339.868
4,129,1763710681675057086,1763710681675379459,1763710681675398823,19364,19.364,322373,322.373
4,130,1763710681775059240,1763710681775404858,1763710681775423564,18706,18.706,345618,345.618
4,131,1763710681875058697,1763710681875377066,1763710681875395979,18913,18.913,318369,318.369
4,132,1763710681975058265,1763710681975391296,1763710681975408976,17680,17.68,333031,333.031
4,133,1763710682075061181,1763710682075374525,1763710682075391540,17015,17.015,313344,313.344
4,134,1763710682175058545,1763710682175358481,1763710682175374711,16230,16.23,299936,299.936
4,135,1763710682275058119,1763710682275353561,1763710682275370777,17216,17.216,295442,295.442
4,136,1763710682375052484,1763710682375340119,1763710682375356291,16172,16.172,287635,287.635
